"EPCI_EPT","VAR","loc","fra","b100","TYPO_FREI","LIB_VAR_SH","LIB_VAR_LG","Unite","Source"
"200071207","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071207","equ2",61.4794729810951,20.0468435617419,306.67906791284,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071207","equ3",25.3649104671657,26.3159246878169,96.3861645299075,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071215","fam1",6.29093144811017,8.39564661886221,74.93087469852,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071215","fam3",3.19213249810963,5.52734782524417,57.7516125099042,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071215","emp2",42.77,29.81,143.475343844348,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071215","for2",57.4963299898711,48.5157951419143,118.510538313734,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071215","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071215","equ2",47.5497505580055,20.0468435617419,237.193204065059,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071215","equ3",27.1820040239961,26.3159246878169,103.291084567437,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071223","fam1",7.60618649544811,8.39564661886221,90.5967918940223,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071223","fam3",5.22601555401278,5.52734782524417,94.5483389003463,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071223","emp2",46.55,29.81,156.155652465616,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071223","for2",60.2878421136759,48.5157951419143,124.264359549971,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071223","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071223","equ2",40.7444302822423,20.0468435617419,203.246112819479,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071223","equ3",22.1475334262351,26.3159246878169,84.1601945930801,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071298","fam1",6.88273486009556,8.39564661886221,81.9798065896719,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071298","fam3",4.76552104928087,5.52734782524417,86.2171370420379,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071298","emp2",39.39,29.81,132.136866823214,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071298","for2",36.5891322251625,48.5157951419143,75.4169484765426,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071298","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071298","equ2",29.9575988671806,20.0468435617419,149.437983964482,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071298","equ3",29.0262372132596,26.3159246878169,110.299134678317,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071314","fam1",7.52654064100254,8.39564661886221,89.6481353097083,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071314","fam3",5.19563898825116,5.52734782524417,93.9987703419341,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071314","emp2",42.2,29.81,141.563233814156,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071314","for2",38.1862207124977,48.5157951419143,78.708842348762,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071314","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071314","equ2",31.0313274858138,20.0468435617419,154.794082121911,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071314","equ3",27.0028505666847,26.3159246878169,102.610304927593,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071363","fam1",7.03083759372733,8.39564661886221,83.7438486028151,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071363","fam3",3.4606276821626,5.52734782524417,62.6091896434928,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071363","emp2",31.19,29.81,104.629319020463,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071363","for2",55.0442674135926,48.5157951419143,113.456385188745,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071363","equ1",31.7798858059055,40.7,78.0832575083673,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071363","equ2",27.7710000247313,20.0468435617419,138.530536935653,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071363","equ3",26.531722139262,26.3159246878169,100.820026102085,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071371","fam1",5.3378502904509,8.39564661886221,63.5787871116269,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071371","fam3",5.78259846895832,5.52734782524417,104.617958771264,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071371","emp2",42.11,29.81,141.261321704126,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071371","for2",55.3198096600412,48.5157951419143,114.024328568097,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071371","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071371","equ2",26.8798124576374,20.0468435617419,134.085011312882,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071371","equ3",22.6623104901775,26.3159246878169,86.1163373851313,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071389","fam1",6.91491490481374,8.39564661886221,82.3631010061601,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071389","fam3",4.14353412100686,5.52734782524417,74.9642369543447,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071389","emp2",40.74,29.81,136.665548473667,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071389","for2",58.4558414395023,48.5157951419143,120.488268343355,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071389","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071389","equ2",42.9125228962589,20.0468435617419,214.061244924138,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071389","equ3",28.2749747560154,26.3159246878169,107.444352009054,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071405","fam1",6.83823615335694,8.39564661886221,81.4497853922736,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071405","fam3",6.66674349873944,5.52734782524417,120.613786385787,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071405","emp2",46.59,29.81,156.289835625629,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071405","for2",52.5435488427673,48.5157951419143,108.30194308693,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071405","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071405","equ2",19.0206611388609,20.0468435617419,94.8810773141394,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071405","equ3",22.944415579244,26.3159246878169,87.1883312155329,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071413","fam1",6.93561464257402,8.39564661886221,82.6096542342791,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071413","fam3",4.86838771277114,5.52734782524417,88.0781862602627,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071413","emp2",35.2,29.81,118.081180811808,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071413","for2",52.8944534500509,48.5157951419143,109.025222188626,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071413","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071413","equ2",26.1659229261411,20.0468435617419,130.523904401973,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071413","equ3",22.9453170835848,26.3159246878169,87.1917569144263,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071454","fam1",9.62446420581349,8.39564661886221,114.636366235217,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071454","fam3",6.61943157854681,5.52734782524417,119.757825775229,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071454","emp2",29.08,29.81,97.5511573297551,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071454","for2",52.3430994952974,48.5157951419143,107.888780019348,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071454","equ1",47.9607668130075,40.7,117.839721899281,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071454","equ2",21.948235362216,20.0468435617419,109.484744042712,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071454","equ3",29.6790153188623,26.3159246878169,112.779678734232,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071470","fam1",5.47256113474784,8.39564661886221,65.1833192032264,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071470","fam3",4.01524289452195,5.52734782524417,72.6432101157768,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071470","emp2",44.91,29.81,150.654142905065,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071470","for2",66.1311325810101,48.5157951419143,136.308458693852,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071470","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071470","equ2",33.4709709241106,20.0468435617419,166.963795676981,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071470","equ3",26.7079700022505,26.3159246878169,101.489764540233,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071496","fam1",5.12528206903014,8.39564661886221,61.0469008725945,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071496","fam3",4.30431731839978,5.52734782524417,77.8731039639185,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071496","emp2",41.63,29.81,139.651123783965,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071496","for2",60.0066050631682,48.5157951419143,123.684678129343,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071496","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071496","equ2",55.3754816162543,20.0468435617419,276.23042722763,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071496","equ3",23.2818735081201,26.3159246878169,88.4706647564567,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071504","fam1",5.3319393076922,8.39564661886221,63.5083817810187,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071504","fam3",3.44417431602382,5.52734782524417,62.3115176557877,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071504","emp2",44.05,29.81,147.769204964777,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071504","for2",66.1930838151375,48.5157951419143,136.436151611068,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071504","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071504","equ2",47.7651987442223,20.0468435617419,238.267927801757,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071504","equ3",23.2167331755372,26.3159246878169,88.2231327644952,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071512","fam1",5.63394490414904,8.39564661886221,67.1055507683166,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071512","fam3",3.74346263678227,5.52734782524417,67.7261998907568,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071512","emp2",44.29,29.81,148.574303924857,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071512","for2",61.6073501580677,48.5157951419143,126.984108944024,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071512","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071512","equ2",30.6465197888595,20.0468435617419,152.874539547694,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071512","equ3",23.7367120743173,26.3159246878169,90.1990424273648,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071520","fam1",4.75602197883489,8.39564661886221,56.6486679912147,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071520","fam3",4.9803822010335,5.52734782524417,90.1043748013721,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071520","emp2",40.73,29.81,136.632002683663,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071520","for2",64.6100975531759,48.5157951419143,133.173325025765,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071520","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071520","equ2",39.5763564405147,20.0468435617419,197.419390831401,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071520","equ3",26.1898060621208,26.3159246878169,99.5207516847984,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071538","fam1",6.00513379452794,8.39564661886221,71.5267574630454,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071538","fam3",4.62105265811638,5.52734782524417,83.6034352137455,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071538","emp2",37.4,29.81,125.461254612546,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071538","for2",59.6840461887042,48.5157951419143,123.019824809882,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071538","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071538","equ2",34.1710231236384,20.0468435617419,170.455877596868,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071538","equ3",21.784200156398,26.3159246878169,82.779535261716,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071546","fam1",5.64599675218154,8.39564661886221,67.2490995451961,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071546","fam3",7.5519635803623,5.52734782524417,136.629063687134,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071546","emp2",39.82,29.81,133.579335793358,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071546","for2",57.668141035763,48.5157951419143,118.86467256092,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071546","equ1",NA,NA,NA,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071546","equ2",11.229305862467,20.0468435617419,56.0153314305174,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071546","equ3",29.1411557502152,26.3159246878169,110.735822874984,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071553","fam1",4.53858078755247,8.39564661886221,54.0587401255764,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071553","fam3",6.78988174417578,5.52734782524417,122.841586215462,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071553","emp2",42.24,29.81,141.69741697417,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071553","for2",46.5586800267385,48.5157951419143,95.966024859634,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071553","equ1",28.2112078435251,40.7,69.3150069865482,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071553","equ2",15.2481738558249,20.0468435617419,76.0627168504726,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071553","equ3",24.9012680822643,26.3159246878169,94.6243325198162,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071579","fam1",5.76011291534605,8.39564661886221,68.6083297313277,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071579","fam3",4.01728064307489,5.52734782524417,72.6800767761964,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071579","emp2",32.9,29.81,110.365649111037,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071579","for2",65.9795450697758,48.5157951419143,135.996008880774,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071579","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071579","equ2",36.0967437711067,20.0468435617419,180.061981627846,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071579","equ3",21.7268554510839,26.3159246878169,82.5616265011676,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071587","fam1",5.76560711847335,8.39564661886221,68.6737708268945,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071587","fam3",3.65473389246918,5.52734782524417,66.1209319192379,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071587","emp2",35.37,29.81,118.651459241865,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071587","for2",60.1360118905046,48.5157951419143,123.951409462835,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071587","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071587","equ2",40.3375666538556,20.0468435617419,201.216548279138,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071587","equ3",26.4500598613019,26.3159246878169,100.509711040278,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071595","fam1",6.47445433217102,8.39564661886221,77.1168038162193,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071595","fam3",3.74452454895302,5.52734782524417,67.745411856501,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071595","emp2",36.48,29.81,122.375041932238,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071595","for2",52.5179099421592,48.5157951419143,108.249096585016,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071595","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071595","equ2",55.262284046925,20.0468435617419,275.665761927676,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071595","equ3",24.2011012827612,26.3159246878169,91.9637123523356,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071629","fam1",5.87817979498319,8.39564661886221,70.0146166440222,"FAVP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071629","fam3",4.40460325485251,5.52734782524417,79.6874630312945,"FAVP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200071629","emp2",36.1,29.81,121.10030191211,"FAVP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200071629","for2",61.7259444164417,48.5157951419143,127.228553579069,"FAVP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200071629","equ1",6.03269286981519,40.7,14.8223412034771,"FAVP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200071629","equ2",12.6385944358306,20.0468435617419,63.0453088382979,"FAVP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200071629","equ3",29.7071052211122,26.3159246878169,112.886419814331,"FAVP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200071645","fam1",5.5923667037046,8.39564661886221,66.6103155311518,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200071645","fam3",5.35536552942646,5.52734782524417,96.888520475729,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
